Order_ID,Order_Date,Delivery_Date,Order_Type,Product_ID,Product_Line,Product_Category,Quantity,Retail_Price,Cost_Price,Customer_Country,Customer_Continent,Customer_Age_Group
1243440064,23SEP2018,23SEP2018,1,210200400076,Children,Children Sports,1,60.1,30.15,ES,Europe,31-45 years
1243438878,23SEP2018,23SEP2018,1,230100300014,Outdoors,Outdoors,1,41,17.15,DE,Europe,46-60 years
1243438758,23SEP2018,23SEP2018,1,210201100009,Children,Children Sports,1,28.8,12.55,DE,Europe,61-75 years
1243438648,23SEP2018,23SEP2018,1,220200100183,Clothes & Shoes,Shoes,1,79.2,39.7,DE,Europe,46-60 years
1243438414,23SEP2018,26SEP2018,3,230100500080,Outdoors,Outdoors,1,25,12.2,DE,Europe,15-30 years
1243438374,23SEP2018,24SEP2018,2,230100700008,Outdoors,Outdoors,2,1038.6,506.4,DE,Europe,46-60 years
1243438089,23SEP2018,23SEP2018,1,230100400008,Outdoors,Outdoors,1,10.5,3.95,DE,Europe,46-60 years
1243437360,23SEP2018,23SEP2018,1,230100600033,Outdoors,Outdoors,1,85.1,40.65,AU,Australia/Pacific,31-45 years
1243437074,23SEP2018,23SEP2018,1,240100100704,Sports,Assorted Sports Articles,1,65.4,28.85,AU,Australia/Pacific,61-75 years
1243436148,22SEP2018,22SEP2018,1,210200600103,Children,Children Sports,1,24.9,10.05,US,North America,31-45 years
1243435978,22SEP2018,22SEP2018,1,210200900048,Children,Children Sports,2,72.8,35.4,US,North America,15-30 years
1243435171,22SEP2018,22SEP2018,1,240200200060,Sports,Golf,2,369,147.7,US,North America,46-60 years
1243434009,22SEP2018,28SEP2018,3,220200200018,Clothes & Shoes,Shoes,2,132.8,60.5,IT,Europe,15-30 years
1243433585,22SEP2018,22SEP2018,1,240100400048,Sports,Assorted Sports Articles,2,684.4,338.1,IT,Europe,31-45 years
1243433229,22SEP2018,22SEP2018,1,220200200071,Clothes & Shoes,Shoes,2,216.4,94,IT,Europe,46-60 years
1243432685,22SEP2018,22SEP2018,1,240800100016,Sports,Winter Sports,1,128.2,57.05,FR,Europe,46-60 years
1243431984,22SEP2018,22SEP2018,1,220100100298,Clothes & Shoes,Clothes,1,52.9,26.55,ES,Europe,15-30 years
1243431684,22SEP2018,22SEP2018,1,240100400100,Sports,Assorted Sports Articles,1,154.6,116.6,ES,Europe,31-45 years
1243431584,22SEP2018,28SEP2018,3,240200200014,Sports,Golf,1,145.1,14.85,CA,North America,15-30 years
1243431575,22SEP2018,22SEP2018,1,240500100030,Sports,Running - Jogging,1,54.8,24.3,BE,Europe,31-45 years
1243431525,22SEP2018,22SEP2018,1,220100200008,Clothes & Shoes,Clothes,2,96.2,38.5,BE,Europe,46-60 years
1243430997,22SEP2018,22SEP2018,1,240500200092,Sports,Running - Jogging,1,34.9,16.75,AU,Australia/Pacific,15-30 years
1243430052,21SEP2018,25SEP2018,2,240500100058,Sports,Running - Jogging,2,96,42.6,US,North America,31-45 years
1243429634,21SEP2018,21SEP2018,1,240700100006,Sports,Team Sports,2,47,19,US,North America,31-45 years
1243429010,21SEP2018,21SEP2018,1,210200400073,Children,Children Sports,1,42.1,21.15,US,North America,15-30 years
1243428765,21SEP2018,25SEP2018,2,240500200083,Sports,Running - Jogging,1,67.3,28,US,North America,15-30 years
1243428584,21SEP2018,21SEP2018,1,220100800077,Clothes & Shoes,Clothes,1,45.3,21.6,US,North America,61-75 years
1243428358,21SEP2018,27SEP2018,1,220101400161,Clothes & Shoes,Clothes,1,9.4,3.3,US,North America,46-60 years
1243427517,21SEP2018,21SEP2018,1,230100500013,Outdoors,Outdoors,1,9.4,4.75,NL,Europe,46-60 years
1243427500,21SEP2018,21SEP2018,1,210201000043,Children,Children Sports,2,24.4,11,NL,Europe,31-45 years
1243427234,21SEP2018,24SEP2018,3,220200300084,Clothes & Shoes,Shoes,2,242.8,110.4,IT,Europe,15-30 years
1243426737,21SEP2018,21SEP2018,1,240800200021,Sports,Winter Sports,1,97.8,42.45,IT,Europe,46-60 years
1243426632,21SEP2018,21SEP2018,1,220101400290,Clothes & Shoes,Clothes,1,74.8,34.1,IT,Europe,15-30 years
1243426616,21SEP2018,21SEP2018,1,210200600059,Children,Children Sports,1,167.2,71.6,IT,Europe,61-75 years
1243426132,21SEP2018,21SEP2018,1,230100200054,Outdoors,Outdoors,1,137.1,62.4,GB,Europe,31-45 years
1243425518,21SEP2018,21SEP2018,1,240100100252,Sports,Assorted Sports Articles,1,185.8,89.65,GB,Europe,31-45 years
1243424910,21SEP2018,21SEP2018,1,220100200018,Clothes & Shoes,Clothes,1,40.1,16.1,FR,Europe,31-45 years
1243424631,21SEP2018,26SEP2018,3,240100200004,Sports,Assorted Sports Articles,2,70.4,29.6,FR,Europe,46-60 years
1243424296,21SEP2018,21SEP2018,1,240200100230,Sports,Golf,1,14.7,6.65,FR,Europe,46-60 years
1243422553,21SEP2018,24SEP2018,1,230100700002,Outdoors,Outdoors,2,440,270,DK,Europe,31-45 years
1243422414,21SEP2018,21SEP2018,1,240500200093,Sports,Running - Jogging,2,83.4,39.5,DE,Europe,61-75 years
1243422183,21SEP2018,25SEP2018,2,240300100056,Sports,Indoor Sports,1,52,25.9,DE,Europe,15-30 years
1243421786,21SEP2018,21SEP2018,1,230100600010,Outdoors,Outdoors,2,279,136.6,DE,Europe,15-30 years
1243421772,21SEP2018,21SEP2018,1,240800200055,Sports,Winter Sports,1,46.2,20.75,DE,Europe,31-45 years
1243421479,21SEP2018,21SEP2018,1,220100100218,Clothes & Shoes,Clothes,2,73.4,36.9,DE,Europe,15-30 years
1243421333,21SEP2018,26SEP2018,3,230100600039,Outdoors,Outdoors,2,254.2,121.6,DE,Europe,15-30 years
1243420666,21SEP2018,21SEP2018,1,240200100102,Sports,Golf,2,30,13.8,BE,Europe,61-75 years
1243420444,21SEP2018,26SEP2018,2,220100800030,Clothes & Shoes,Clothes,1,54.4,25.9,AU,Australia/Pacific,31-45 years
1243419535,20SEP2018,23SEP2018,1,240700100001,Sports,Team Sports,1,23.6,12.3,US,North America,61-75 years
1243418881,20SEP2018,25SEP2018,1,240800200012,Sports,Winter Sports,1,48.8,20.3,US,North America,46-60 years
1243418596,20SEP2018,20SEP2018,1,220100200020,Clothes & Shoes,Clothes,1,48.2,19.3,US,North America,15-30 years
1243418543,20SEP2018,20SEP2018,1,240800200034,Sports,Winter Sports,1,78.5,35.7,US,North America,31-45 years
1243418228,20SEP2018,20SEP2018,1,210200700013,Children,Children Sports,2,20.2,7.2,US,North America,61-75 years
1243417721,20SEP2018,24SEP2018,3,230100600043,Outdoors,Outdoors,2,127.6,61.6,SE,Europe,15-30 years
1243417693,20SEP2018,20SEP2018,1,220100800098,Clothes & Shoes,Clothes,1,53.5,25.5,NL,Europe,46-60 years
1243417680,20SEP2018,20SEP2018,1,220101400162,Clothes & Shoes,Clothes,1,18.5,8.6,NL,Europe,61-75 years
1243416994,20SEP2018,20SEP2018,1,220101400111,Clothes & Shoes,Clothes,1,25.9,11.9,NL,Europe,15-30 years
1243416120,20SEP2018,20SEP2018,1,220101400135,Clothes & Shoes,Clothes,2,47,21.5,IT,Europe,15-30 years
1243416072,20SEP2018,20SEP2018,1,240700400030,Sports,Team Sports,1,23.5,10.2,IT,Europe,15-30 years
1243415986,20SEP2018,20SEP2018,1,220100100594,Clothes & Shoes,Clothes,1,112,56.1,IT,Europe,31-45 years
1243415724,20SEP2018,20SEP2018,1,240300100031,Sports,Indoor Sports,3,1380.9,714.75,IT,Europe,31-45 years
1243415545,20SEP2018,20SEP2018,1,240500200073,Sports,Running - Jogging,1,49.5,20.65,GB,Europe,61-75 years
1243415229,20SEP2018,20SEP2018,1,230100500012,Outdoors,Outdoors,1,73.9,33.25,GB,Europe,46-60 years
1243414799,20SEP2018,20SEP2018,1,240100100294,Sports,Assorted Sports Articles,2,34.2,14.6,GB,Europe,15-30 years
1243413936,20SEP2018,20SEP2018,1,220200200052,Clothes & Shoes,Shoes,1,199.2,90.6,FR,Europe,31-45 years
1243413724,20SEP2018,20SEP2018,1,240200100217,Sports,Golf,1,98.6,49.4,FR,Europe,61-75 years
1243413320,20SEP2018,23SEP2018,3,220200300027,Clothes & Shoes,Shoes,1,65.2,29.05,ES,Europe,31-45 years
1243412688,20SEP2018,20SEP2018,1,240600100196,Sports,Swim Sports,1,57.8,25.5,ES,Europe,15-30 years
1243411833,20SEP2018,24SEP2018,3,230100200001,Outdoors,Outdoors,2,272.2,136.3,DE,Europe,15-30 years
1243411709,20SEP2018,20SEP2018,1,220100800013,Clothes & Shoes,Clothes,1,27,12.95,DE,Europe,46-60 years
1243411666,20SEP2018,21SEP2018,1,230100500056,Outdoors,Outdoors,1,8,3.5,DE,Europe,15-30 years
1243411642,20SEP2018,20SEP2018,1,220100100444,Clothes & Shoes,Clothes,2,269.2,134.5,DE,Europe,15-30 years
1243411449,20SEP2018,20SEP2018,1,240500100008,Sports,Running - Jogging,2,133.8,60.9,DE,Europe,61-75 years
1243411245,20SEP2018,24SEP2018,2,230100500093,Outdoors,Outdoors,2,265.6,111.7,DE,Europe,31-45 years
1243410933,20SEP2018,22SEP2018,2,230100700002,Outdoors,Outdoors,2,440,270,DE,Europe,31-45 years
1243410844,20SEP2018,21SEP2018,2,220101100018,Clothes & Shoes,Clothes,3,57.6,24,CA,North America,61-75 years
1243410655,20SEP2018,20SEP2018,1,210200900040,Children,Children Sports,1,36.1,16.3,BE,Europe,46-60 years
1243410369,20SEP2018,20SEP2018,1,240100200012,Sports,Assorted Sports Articles,1,34.6,14.4,AU,Australia/Pacific,61-75 years
1243410182,20SEP2018,25SEP2018,2,220100500029,Clothes & Shoes,Clothes,1,206.9,91.1,AU,Australia/Pacific,61-75 years
1243410157,20SEP2018,25SEP2018,2,220101400203,Clothes & Shoes,Clothes,1,38.5,17.15,AU,Australia/Pacific,31-45 years
1243407854,19SEP2018,19SEP2018,1,240200100120,Sports,Golf,2,348.2,174.3,US,North America,46-60 years
1243406949,19SEP2018,20SEP2018,2,220200300094,Clothes & Shoes,Shoes,1,148.6,67.65,NL,Europe,31-45 years
1243406653,19SEP2018,24SEP2018,2,220100700047,Clothes & Shoes,Clothes,1,141.7,67.55,IT,Europe,46-60 years
1243405750,19SEP2018,24SEP2018,2,220100400022,Clothes & Shoes,Clothes,1,98.9,47.7,GB,Europe,46-60 years
1243405735,19SEP2018,19SEP2018,1,220101400423,Clothes & Shoes,Clothes,2,180.4,90.1,GB,Europe,15-30 years
1243405568,19SEP2018,21SEP2018,3,220101400423,Clothes & Shoes,Clothes,2,180.4,90.1,GB,Europe,15-30 years
1243405491,19SEP2018,19SEP2018,1,220200300157,Clothes & Shoes,Shoes,2,146.8,73.3,GB,Europe,15-30 years
1243405473,19SEP2018,19SEP2018,1,210200100005,Children,Children Sports,1,13,5.75,GB,Europe,31-45 years
1243405430,19SEP2018,21SEP2018,1,240100100571,Sports,Assorted Sports Articles,1,49.6,20.65,GB,Europe,31-45 years
1243405392,19SEP2018,19SEP2018,1,220200200047,Clothes & Shoes,Shoes,2,271.6,136,GB,Europe,31-45 years
1243404280,19SEP2018,19SEP2018,1,240600100073,Sports,Swim Sports,1,30.3,9.7,FR,Europe,46-60 years
1243404258,19SEP2018,23SEP2018,3,210200300012,Children,Children Sports,2,39.2,19.8,FR,Europe,15-30 years
1243403893,19SEP2018,19SEP2018,1,220200100228,Clothes & Shoes,Shoes,1,165.4,82.8,ES,Europe,31-45 years
1243403532,19SEP2018,19SEP2018,1,210201000068,Children,Children Sports,2,72.8,32.4,ES,Europe,15-30 years
1243403296,19SEP2018,19SEP2018,1,240200200035,Sports,Golf,2,197.8,79.3,ES,Europe,61-75 years
1243403005,19SEP2018,19SEP2018,1,240600100080,Sports,Swim Sports,1,30.4,9.2,DK,Europe,61-75 years
1243402221,19SEP2018,19SEP2018,1,220200300070,Clothes & Shoes,Shoes,1,100.2,45.6,DE,Europe,61-75 years
1243402032,19SEP2018,19SEP2018,1,240300100015,Sports,Indoor Sports,1,36.4,17.55,DE,Europe,31-45 years
1243401247,19SEP2018,19SEP2018,1,210200900053,Children,Children Sports,1,33.9,16.35,AU,Australia/Pacific,15-30 years
1243400971,19SEP2018,19SEP2018,1,220200200071,Clothes & Shoes,Shoes,1,108.2,47,AU,Australia/Pacific,15-30 years
1243400875,18SEP2018,18SEP2018,1,240700400011,Sports,Team Sports,1,18.8,8.55,US,North America,46-60 years
1243400211,18SEP2018,18SEP2018,1,230100500094,Outdoors,Outdoors,1,86.6,34.1,US,North America,61-75 years
1243400194,18SEP2018,18SEP2018,1,230100100025,Outdoors,Outdoors,1,30.3,13.15,US,North America,31-45 years
1243399150,18SEP2018,18SEP2018,1,210200300111,Children,Children Sports,1,40.6,20.4,US,North America,15-30 years
1243398588,18SEP2018,18SEP2018,1,210200500006,Children,Children Sports,1,24,11.95,NL,Europe,15-30 years
1243397238,18SEP2018,18SEP2018,1,240800100044,Sports,Winter Sports,1,351.3,146.2,IT,Europe,31-45 years
1243397054,18SEP2018,18SEP2018,1,240200100154,Sports,Golf,1,26.6,11.95,IT,Europe,61-75 years
1243396983,18SEP2018,19SEP2018,2,240300300057,Sports,Indoor Sports,1,368.3,153.5,IT,Europe,15-30 years
1243396864,18SEP2018,18SEP2018,1,240200100228,Sports,Golf,1,153.1,71.8,IT,Europe,46-60 years
1243396423,18SEP2018,18SEP2018,1,220101400015,Clothes & Shoes,Clothes,2,18.8,9,IT,Europe,15-30 years
1243396023,18SEP2018,18SEP2018,1,240100400044,Sports,Assorted Sports Articles,1,393.9,194.6,GB,Europe,46-60 years
1243395751,18SEP2018,18SEP2018,1,220200200032,Clothes & Shoes,Shoes,2,194.6,88.5,GB,Europe,15-30 years
1243394840,18SEP2018,18SEP2018,1,240500100004,Sports,Running - Jogging,2,127,56,FR,Europe,46-60 years
1243394707,18SEP2018,18SEP2018,1,240700400022,Sports,Team Sports,1,35.2,15.55,FR,Europe,46-60 years
1243394611,18SEP2018,18SEP2018,1,240300100001,Sports,Indoor Sports,3,217.8,108.75,FR,Europe,31-45 years
1243394172,18SEP2018,18SEP2018,1,220200200080,Clothes & Shoes,Shoes,1,179.3,83.55,ES,Europe,15-30 years
1243393862,18SEP2018,18SEP2018,1,240300200050,Sports,Indoor Sports,1,39.6,18.05,ES,Europe,31-45 years
1243393753,18SEP2018,18SEP2018,1,240200100152,Sports,Golf,1,293.9,168.05,ES,Europe,15-30 years
1243393558,18SEP2018,18SEP2018,1,220200100099,Clothes & Shoes,Shoes,1,157.8,79,ES,Europe,46-60 years
1243393458,18SEP2018,18SEP2018,1,210200300125,Children,Children Sports,2,85.2,42.8,ES,Europe,31-45 years
1243393080,18SEP2018,18SEP2018,1,220100100593,Clothes & Shoes,Clothes,1,141.9,71.05,DE,Europe,61-75 years
1243393037,18SEP2018,18SEP2018,1,230100700011,Outdoors,Outdoors,1,288.9,119.15,DE,Europe,61-75 years
1243392863,18SEP2018,18SEP2018,1,220101400126,Clothes & Shoes,Clothes,2,82.2,36.8,DE,Europe,15-30 years
1243392584,18SEP2018,22SEP2018,2,230100500067,Outdoors,Outdoors,2,78.4,40.1,DE,Europe,15-30 years
1243392225,18SEP2018,18SEP2018,1,210201000197,Children,Children Sports,2,85,37.7,BE,Europe,61-75 years
1243392169,18SEP2018,18SEP2018,1,220100300037,Clothes & Shoes,Clothes,1,115.8,48.7,BE,Europe,31-45 years
1243391823,18SEP2018,18SEP2018,1,210201000069,Children,Children Sports,1,26.8,12,AU,Australia/Pacific,31-45 years
1243391702,18SEP2018,18SEP2018,1,240200200026,Sports,Golf,1,104,41.65,AU,Australia/Pacific,15-30 years
1243391421,18SEP2018,21SEP2018,3,220101000007,Clothes & Shoes,Clothes,1,23.8,10.65,AU,Australia/Pacific,15-30 years
1243390578,17SEP2018,17SEP2018,1,220200100057,Clothes & Shoes,Shoes,1,125.8,63,US,North America,31-45 years
1243390068,17SEP2018,17SEP2018,1,220100100611,Clothes & Shoes,Clothes,1,69.8,35,US,North America,15-30 years
1243389413,17SEP2018,17SEP2018,1,220200300082,Clothes & Shoes,Shoes,1,71,32.3,US,North America,15-30 years
1243389395,17SEP2018,17SEP2018,1,230100700008,Outdoors,Outdoors,1,519.3,253.2,US,North America,15-30 years
1243389169,17SEP2018,17SEP2018,1,210200600106,Children,Children Sports,1,51.7,22.65,US,North America,46-60 years
1243388509,17SEP2018,17SEP2018,1,240100400076,Sports,Assorted Sports Articles,2,224.6,137.2,NL,Europe,31-45 years
1243388466,17SEP2018,17SEP2018,1,240100100185,Sports,Assorted Sports Articles,1,171.9,80.2,NL,Europe,46-60 years
1243388095,17SEP2018,17SEP2018,1,240300100005,Sports,Indoor Sports,3,22.2,8.85,IT,Europe,61-75 years
1243387663,17SEP2018,17SEP2018,1,220100300008,Clothes & Shoes,Clothes,1,85.7,34.35,IT,Europe,31-45 years
1243387354,17SEP2018,17SEP2018,1,240700400023,Sports,Team Sports,2,24.2,10.9,IT,Europe,15-30 years
1243387344,17SEP2018,17SEP2018,1,230100700008,Outdoors,Outdoors,2,1038.6,506.4,IT,Europe,46-60 years
1243387287,17SEP2018,17SEP2018,1,230100400004,Outdoors,Outdoors,1,21.4,8.6,IT,Europe,46-60 years
1243387083,17SEP2018,20SEP2018,2,220100100613,Clothes & Shoes,Clothes,2,133.6,67,GR,Europe,46-60 years
1243386767,17SEP2018,17SEP2018,1,240100100429,Sports,Assorted Sports Articles,1,4.6,1.35,GB,Europe,15-30 years
1243386704,17SEP2018,17SEP2018,1,240100100655,Sports,Assorted Sports Articles,1,51.3,22.5,GB,Europe,61-75 years
1243385641,17SEP2018,17SEP2018,1,220200200009,Clothes & Shoes,Shoes,2,118,53.7,FR,Europe,15-30 years
1243384908,17SEP2018,17SEP2018,1,220100100351,Clothes & Shoes,Clothes,1,62.9,31.55,ES,Europe,46-60 years
1243384791,17SEP2018,17SEP2018,1,210200300006,Children,Children Sports,2,28.6,15.4,ES,Europe,31-45 years
1243384647,17SEP2018,17SEP2018,1,220200300036,Clothes & Shoes,Shoes,1,94.7,42.15,ES,Europe,46-60 years
1243384327,17SEP2018,18SEP2018,3,220200100084,Clothes & Shoes,Shoes,2,213,103.1,ES,Europe,46-60 years
1243383988,17SEP2018,17SEP2018,1,230100500091,Outdoors,Outdoors,1,191,80.45,DK,Europe,31-45 years
1243383987,17SEP2018,17SEP2018,1,240500100042,Sports,Running - Jogging,1,111.3,44.55,DK,Europe,15-30 years
1243383889,17SEP2018,17SEP2018,1,240100100240,Sports,Assorted Sports Articles,1,13.6,5.6,DE,Europe,31-45 years
1243383826,17SEP2018,17SEP2018,1,230100100016,Outdoors,Outdoors,2,347.2,147.7,DE,Europe,15-30 years
1243383665,17SEP2018,17SEP2018,1,220100700002,Clothes & Shoes,Clothes,1,188.6,89.95,DE,Europe,15-30 years
1243383636,17SEP2018,17SEP2018,1,240800200021,Sports,Winter Sports,1,97.8,42.45,DE,Europe,46-60 years
1243383430,17SEP2018,17SEP2018,1,210200600117,Children,Children Sports,1,33.1,14.4,DE,Europe,15-30 years
1243383390,17SEP2018,17SEP2018,1,240500200080,Sports,Running - Jogging,2,116.4,48.4,DE,Europe,46-60 years
1243382699,17SEP2018,17SEP2018,1,220200300115,Clothes & Shoes,Shoes,2,169.8,77.3,AU,Australia/Pacific,15-30 years
1243382680,17SEP2018,17SEP2018,1,240200100085,Sports,Golf,1,16.8,7.7,AU,Australia/Pacific,61-75 years
1243381015,16SEP2018,16SEP2018,1,220100100106,Clothes & Shoes,Clothes,1,94,47.1,US,North America,46-60 years
1243380970,16SEP2018,20SEP2018,2,240100400128,Sports,Assorted Sports Articles,2,384.8,179.8,US,North America,31-45 years
1243380858,16SEP2018,16SEP2018,1,240400300035,Sports,Racket Sports,1,19.1,7.7,US,North America,15-30 years
1243380525,16SEP2018,16SEP2018,1,230100700009,Outdoors,Outdoors,2,1136.2,579.9,US,North America,46-60 years
1243380393,16SEP2018,16SEP2018,1,220101400342,Clothes & Shoes,Clothes,2,351.4,159.8,US,North America,31-45 years
1243379960,16SEP2018,16SEP2018,1,220100100305,Clothes & Shoes,Clothes,1,57.3,28.75,NL,Europe,15-30 years
1243379826,16SEP2018,16SEP2018,1,240400100008,Sports,Racket Sports,1,21.6,10.65,NL,Europe,15-30 years
1243379652,16SEP2018,16SEP2018,1,220100100305,Clothes & Shoes,Clothes,2,114.6,57.5,IT,Europe,46-60 years
1243378492,16SEP2018,16SEP2018,1,210200100003,Children,Children Sports,1,34.9,15.6,GB,Europe,15-30 years
1243378277,16SEP2018,16SEP2018,1,220200300016,Clothes & Shoes,Shoes,1,101,46.05,GB,Europe,15-30 years
1243378029,16SEP2018,24SEP2018,1,210200400089,Children,Children Sports,1,42.6,21.4,GB,Europe,31-45 years
1243377696,16SEP2018,16SEP2018,1,220200200055,Clothes & Shoes,Shoes,2,366.4,183.4,FR,Europe,61-75 years
1243377545,16SEP2018,16SEP2018,1,220200300101,Clothes & Shoes,Shoes,1,131.7,58.6,FR,Europe,15-30 years
1243377522,16SEP2018,16SEP2018,1,240800100089,Sports,Winter Sports,1,121,48.45,FR,Europe,31-45 years
1243377388,16SEP2018,16SEP2018,1,220100500018,Clothes & Shoes,Clothes,1,65.8,30,FR,Europe,15-30 years
1243377266,16SEP2018,16SEP2018,1,230100300012,Outdoors,Outdoors,2,145.2,58.2,FR,Europe,61-75 years
1243376563,16SEP2018,16SEP2018,1,210200100017,Children,Children Sports,1,40,17.8,ES,Europe,61-75 years
1243375415,16SEP2018,16SEP2018,1,240500200123,Sports,Running - Jogging,2,40.4,19.1,DK,Europe,31-45 years
1243374667,16SEP2018,16SEP2018,1,220200100197,Clothes & Shoes,Shoes,2,279.6,140,DE,Europe,61-75 years
1243374509,16SEP2018,18SEP2018,1,240500200092,Sports,Running - Jogging,2,69.8,33.5,DE,Europe,31-45 years
1243373842,16SEP2018,16SEP2018,1,240200100116,Sports,Golf,1,219.5,124.9,BE,Europe,15-30 years
1243373815,16SEP2018,16SEP2018,1,240600100168,Sports,Swim Sports,2,45.4,19.4,BE,Europe,46-60 years
1243373559,16SEP2018,16SEP2018,1,220200300083,Clothes & Shoes,Shoes,2,106,53.2,AU,Australia/Pacific,15-30 years
1243373392,16SEP2018,16SEP2018,1,240200100230,Sports,Golf,1,14.7,6.65,AU,Australia/Pacific,31-45 years
1243373016,15SEP2018,15SEP2018,1,240700200009,Sports,Team Sports,2,56,22.7,US,North America,31-45 years
1243372834,15SEP2018,15SEP2018,1,240300100010,Sports,Indoor Sports,3,70.8,34.5,US,North America,46-60 years
1243372491,15SEP2018,15SEP2018,1,240400200080,Sports,Racket Sports,2,429.2,204.8,US,North America,46-60 years
1243372094,15SEP2018,15SEP2018,1,230100100062,Outdoors,Outdoors,1,141.7,61,US,North America,61-75 years
1243371457,15SEP2018,15SEP2018,1,240700300002,Sports,Team Sports,1,21.99,7.25,US,North America,15-30 years
1243371006,15SEP2018,15SEP2018,1,230100600005,Outdoors,Outdoors,2,259.6,126.4,NL,Europe,46-60 years
1243370064,15SEP2018,15SEP2018,1,240700400008,Sports,Team Sports,2,55.8,24.2,IT,Europe,61-75 years
1243369826,15SEP2018,15SEP2018,1,220101400058,Clothes & Shoes,Clothes,1,55.2,25.2,IT,Europe,61-75 years
1243369474,15SEP2018,15SEP2018,1,240100100175,Sports,Assorted Sports Articles,2,27.8,12.6,IT,Europe,15-30 years
1243368906,15SEP2018,15SEP2018,1,220200200021,Clothes & Shoes,Shoes,1,64,37.85,FR,Europe,46-60 years
1243368844,15SEP2018,21SEP2018,3,210201000042,Children,Children Sports,1,24.3,11.1,FR,Europe,46-60 years
1243368781,15SEP2018,15SEP2018,1,230100600016,Outdoors,Outdoors,1,77,38.6,FR,Europe,61-75 years
1243368074,15SEP2018,15SEP2018,1,220200300004,Clothes & Shoes,Shoes,1,52.3,23.9,ES,Europe,61-75 years
1243367876,15SEP2018,15SEP2018,1,210200300122,Children,Children Sports,1,24.8,12.5,ES,Europe,15-30 years
1243367158,15SEP2018,15SEP2018,1,230100700008,Outdoors,Outdoors,1,519.3,253.2,AU,Australia/Pacific,31-45 years
1243367044,15SEP2018,15SEP2018,1,240600100141,Sports,Swim Sports,1,41.9,16.8,AU,Australia/Pacific,15-30 years
1243366954,15SEP2018,17SEP2018,3,220101400205,Clothes & Shoes,Clothes,1,24.9,11.2,AU,Australia/Pacific,31-45 years
1243365976,14SEP2018,14SEP2018,1,240500200141,Sports,Running - Jogging,1,101.1,48.1,US,North America,15-30 years
1243365585,14SEP2018,15SEP2018,3,240800200049,Sports,Winter Sports,1,21,9.65,US,North America,31-45 years
1243365536,14SEP2018,14SEP2018,1,220100100316,Clothes & Shoes,Clothes,2,99,49.7,US,North America,31-45 years
1243365519,14SEP2018,14SEP2018,1,240700400018,Sports,Team Sports,1,25,11.1,US,North America,31-45 years
1243364823,14SEP2018,14SEP2018,1,220200100218,Clothes & Shoes,Shoes,2,150.4,75.4,US,North America,31-45 years
1243363839,14SEP2018,14SEP2018,1,220100900030,Clothes & Shoes,Clothes,2,50,20,NL,Europe,61-75 years
1243363175,14SEP2018,14SEP2018,1,230100200006,Outdoors,Outdoors,1,93.1,46.65,IT,Europe,31-45 years
1243362731,14SEP2018,14SEP2018,1,230100500094,Outdoors,Outdoors,1,86.6,34.1,IT,Europe,31-45 years
1243362605,14SEP2018,14SEP2018,1,210201000026,Children,Children Sports,2,44.8,20.6,IT,Europe,31-45 years
1243362397,14SEP2018,14SEP2018,1,240100200012,Sports,Assorted Sports Articles,2,69.2,28.8,GB,Europe,31-45 years
1243361446,14SEP2018,14SEP2018,1,230100600026,Outdoors,Outdoors,1,118.6,59.4,GB,Europe,61-75 years
1243360797,14SEP2018,14SEP2018,1,210200500002,Children,Children Sports,1,12.6,5.7,FR,Europe,15-30 years
1243359862,14SEP2018,14SEP2018,1,240100400086,Sports,Assorted Sports Articles,1,99.2,49.55,ES,Europe,15-30 years
1243359635,14SEP2018,14SEP2018,1,220101400100,Clothes & Shoes,Clothes,1,52,23.7,ES,Europe,46-60 years
1243359462,14SEP2018,19SEP2018,1,220101400112,Clothes & Shoes,Clothes,1,41.7,18.9,ES,Europe,15-30 years
1243359213,14SEP2018,14SEP2018,1,240100300001,Sports,Assorted Sports Articles,1,36.1,18.2,ES,Europe,15-30 years
1243358886,14SEP2018,14SEP2018,1,240100100398,Sports,Assorted Sports Articles,2,68.6,32.6,ES,Europe,31-45 years
1243358540,14SEP2018,14SEP2018,1,230100500095,Outdoors,Outdoors,2,203.4,84,DE,Europe,61-75 years
1243358460,14SEP2018,14SEP2018,1,220100100400,Clothes & Shoes,Clothes,1,105.3,50.15,DE,Europe,15-30 years
1243358137,14SEP2018,17SEP2018,2,230100700002,Outdoors,Outdoors,2,440,270,DE,Europe,31-45 years
1243358109,14SEP2018,14SEP2018,1,240100200014,Sports,Assorted Sports Articles,1,55.4,22.8,DE,Europe,15-30 years
1243358038,14SEP2018,29SEP2018,1,240500200123,Sports,Running - Jogging,1,20.2,9.55,DE,Europe,46-60 years
1243357734,14SEP2018,14SEP2018,1,220200200066,Clothes & Shoes,Shoes,2,187,81.4,DE,Europe,31-45 years
1243357202,14SEP2018,14SEP2018,1,220100700031,Clothes & Shoes,Clothes,2,260.6,124.3,BE,Europe,46-60 years
1243357202,14SEP2018,14SEP2018,1,220100100500,Clothes & Shoes,Clothes,2,113.2,56.8,BE,Europe,46-60 years
1243357109,14SEP2018,14SEP2018,1,220100100580,Clothes & Shoes,Clothes,2,113,56.7,BE,Europe,15-30 years
1243356920,14SEP2018,14SEP2018,1,210200300098,Children,Children Sports,2,69,34.7,BE,Europe,15-30 years
